movie_Name,user 1,user 2,user 3,user 4,user 5,user 6,user 7,user 8,user 9,user 10
Character (Karakter) (1997),239,480,425,597,166,434,330,198,608,64
Charade (1963),608,274,525,555,232,217,368,509,380,249
Chariots of Fire (1981),68,608,64,219,274,239,438,226,381,307
Charley Varrick (1973),414,68,608,274,380,480,182,590,448,474
Charlie Bartlett (2007),608,274,226,610,305,438,380,232,480,182
"Charlie Brown Christmas, A (1965)",608,480,249,68,489,288,64,590,606,298
Charlie Countryman (2013),249,68,414,298,380,599,561,274,608,288
Charlie Wilson's War (2007),599,68,288,474,480,182,274,608,525,489
Charlie and the Chocolate Factory (2005),438,608,425,469,239,91,279,434,305,28
Charlie's Angels (2000),64,45,226,600,483,452,597,160,28,434
Charlie's Angels: Full Throttle (2003),64,425,45,182,474,226,428,600,483,590
"Charlie, the Lonesome Cougar (1967)",590,414,480,68,469,474,608,600,91,274
Charlotte Gray (2001),608,480,414,64,453,599,91,68,391,425
Charlotte's Web (1973),608,610,368,480,307,469,68,177,239,425
Charlotte's Web (2006),414,288,590,606,480,600,599,68,387,64
Charly (1968),330,570,608,480,425,64,590,45,313,239
"Chase, The (1994)",414,68,608,274,380,480,182,590,448,474
"Chaser, The (Chugyeogja) (2008)",414,68,608,274,380,480,182,590,448,474
Chasers (1994),599,68,608,480,474,274,294,19,182,288
Chasing Amy (1997),68,350,425,492,182,144,481,91,483,590
Chasing Liberty (2004),599,219,608,480,474,288,274,448,307,381
Chasing Papi (a.k.a. Papi Chulo) (2003),599,68,608,480,474,274,182,288,590,448
Chasuke's Journey (2015),249,560,305,18,298,68,62,483,610,105
Che: Part One (2008),249,18,339,561,610,298,380,62,68,279
Che: Part Two (2008),249,18,339,561,610,298,380,62,68,279
"Cheap Detective, The (1978)",409,137,590,285,591,221,367,199,290,469
Cheaper by the Dozen (1950),608,480,307,68,489,288,64,590,226,414
Cheaper by the Dozen (2003),438,425,219,182,608,307,469,68,177,610
Cheaper by the Dozen 2 (2005),274,249,68,608,219,561,610,534,414,590
Cheburashka (1971),339,305,560,62,298,249,41,331,63,18
Cheech & Chong's The Corsican Brothers (1984),68,608,274,438,380,232,480,182,298,57
Cheech and Chong's Up in Smoke (1978),599,68,469,608,480,474,274,434,182,603
Chef (2014),38,404,446,58,602,229,235,455,566,373
Cherish (2002),599,68,608,480,474,274,182,288,590,448
Cherry 2000 (1987),330,570,480,425,239,434,57,144,160,182
Cherrybomb (2009),249,68,414,298,380,599,561,274,608,288
Chi-Raq (2015),249,274,380,298,305,68,414,560,561,219
Chicago (2002),274,480,425,219,45,428,91,483,590,434
Chicken Little (2005),599,474,274,239,480,425,166,434,330,448
Chicken Run (2000),64,425,438,45,249,91,600,274,21,469
Child's Play (1988),68,274,480,64,425,219,438,45,182,226
Child's Play 2 (1990),414,232,68,608,249,610,226,438,64,298
Child's Play 3 (1991),414,232,68,608,249,610,226,438,298,177
"Child, The (L'enfant) (2005)",346,474,22,454,387,168,221,606,260,199
"Children Are Watching Us, The (Bambini ci guardano, I) (1944)",474,489,132,414,480,68,182,590,391,600
Children of Dune (2003),239,580,480,219,305,414,590,68,166,274
"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",198,330,182,91,275,570,64,469,202,195
"Children of Huang Shi, The (2008)",239,580,480,434,219,305,414,590,68,166
Children of Men (2006),144,376,282,230,608,425,177,141,380,308
Children of a Lesser God (1986),381,525,597,19,232,217,509,249,274,469
Children of the Corn (1984),232,570,608,610,217,480,425,68,57,477
Children of the Corn II: The Final Sacrifice (1993),274,480,68,600,608,45,64,414,477,288
Children of the Corn III (1994),274,480,68,600,226,608,64,414,489,599
Children of the Corn IV: The Gathering (1996),240,584,126,470,117,592,447,94,350,347
Children of the Damned (1963),414,288,590,606,480,600,599,68,387,64
Children of the Night (1991),608,68,380,219,480,232,414,307,590,249
Children of the Revolution (1996),115,201,135,82,453,166,591,93,330,45
"Children's Hour, The (1961)",414,288,590,606,480,247,62,63,600,599
"Children, The (2008)",249,274,380,298,305,68,414,560,561,219
Chill Factor (1999),599,68,608,480,474,274,182,288,590,448
China Blue (2005),249,560,305,18,298,68,62,483,610,105
"China Syndrome, The (1979)",453,425,219,428,438,91,274,489,469,608
Chinatown (1974),68,573,608,274,489,381,249,266,226,549
Chinese Box (1997),474,489,132,414,480,68,182,590,391,600
"Chinese Ghost Story, A (Sinnui yauwan) (1987)",68,489,480,608,381,219,590,525,274,177
Chinese Puzzle (Casse-tête chinois) (2013),564,111,298,177,249,525,141,232,365,68
Chitty Chitty Bang Bang (1968),608,249,438,288,182,64,298,226,414,132
Chocolat (1988),597,469,480,202,275,391,156,182,438,601
Chocolat (2000),239,94,347,608,274,425,597,381,434,610
Choke (2008),608,380,232,590,599,438,480,434,249,239
Chopper (2000),239,580,480,434,219,305,414,590,68,166
Chopper Chicks in Zombietown (1989),156,391,603,290,597,474,469,221,202,198
Chopping Mall (a.k.a. Killbots) (1986),217,294,608,57,45,135,414,42,597,68
"Chorus Line, A (1985)",474,381,489,200,357,45,438,132,414,226
"Chorus, The (Choristes, Les) (2004)",608,477,200,274,438,425,249,226,298,63
Chouchou (2003),249,68,381,298,63,434,305,239,483,480
Chris Rock: Bigger & Blacker (1999),414,68,608,274,380,480,182,590,448,474
Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) (1981),608,249,18,339,453,610,298,380,62,474
Christina P: Mother Inferior (2017),249,298,365,68,232,274,177,525,484,564
Christine (1983),249,381,380,438,266,483,298,305,469,217
"Christmas Carol, A (1938)",469,414,603,202,266,57,217,606,480,600
"Christmas Carol, A (1977)",534,249,292,475,561,380,62,68,18,141
"Christmas Carol, A (1999)",414,68,608,274,380,480,182,590,448,474
"Christmas Carol, A (2009)",339,298,380,68,573,434,352,105,560,239
"Christmas Carol, A (Scrooge) (1951)",608,480,307,68,489,288,64,590,606,226
"Christmas Story, A (1983)",438,573,608,603,525,220,200,610,249,239
Christmas Vacation (National Lampoon's Christmas Vacation) (1989),274,64,425,219,469,438,45,182,573,428
Christmas in Connecticut (1992),414,68,608,274,380,480,182,590,448,474
Christmas with the Kranks (2004),274,381,68,480,177,219,438,414,249,380
Christopher Columbus: The Discovery (1992),414,68,608,274,380,480,182,590,448,474
Chronicle (2012),489,64,381,200,307,274,380,339,177,279
"Chronicles of Narnia: Prince Caspian, The (2008)",414,466,469,474,219,608,438,305,91,57
"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",438,608,469,112,305,279,570,573,330,45
"Chronicles of Narnia: The Voyage of the Dawn Treader, The (2010)",599,608,480,474,274,182,166,582,254,448
"Chronicles of Riddick, The (2004)",64,45,182,474,226,307,428,288,91,600
Chuck & Buck (2000),599,68,608,480,474,274,182,288,590,448
"Chump at Oxford, A (1940)",564,111,298,177,249,525,141,232,365,68
Chungking Express (Chung Hing sam lam) (1994),597,469,202,249,275,391,156,182,560,305
"Ciao, Professore! (Io speriamo che me la cavo) (1992)",474,489,132,414,480,68,182,590,391,600
"Cider House Rules, The (1999)",68,274,425,219,438,45,226,428,91,600
Cigarette Burns (2005),249,274,380,298,305,68,414,560,561,219
Cimarron (1931),414,288,590,606,480,600,599,68,387,64
"Cincinnati Kid, The (1965)",239,480,425,166,434,330,608,64,18,219
Cinderella (1950),58,411,38,404,566,455,6,240,601,43
Cinderella (1997),539,598,49,401,509,517,167,256,169,104
Cinderella (2015),177,525,534,381,483,68,232,249,380,21
Cinderella Man (2005),68,608,64,219,274,239,438,590,226,425
"Cinderella Story, A (2004)",219,608,381,274,483,428,200,247,239,141
Cinema Paradiso (Nuovo cinema Paradiso) (1989),497,581,443,385,200,448,266,525,608,438
Cinemania (2002),274,448,307,288,380,438,232,590,298,606
Circle of Friends (1995),470,379,584,126,512,455,476,321,170,347
"Circle, The (Dayereh) (2000)",474,489,132,414,480,68,182,156,590,391
Circus (2000),450,400,13,422,553,120,118,251,415,261
"Circus, The (1928)",249,41,331,63,489,560,469,305,18,466
Cirque du Freak: The Vampire's Assistant (2009),381,177,509,556,200,483,600,68,380,274
Citizen Kane (1941),601,64,425,438,144,15,45,233,378,376
Citizen Ruth (1996),469,603,381,274,608,202,266,219,68,57
Citizen X (1995),305,249,62,573,63,561,239,68,247,434
Citizenfour (2014),68,177,381,328,483,509,200,357,247,141
City Hall (1996),446,411,373,117,94,109,512,470,584,174
City Heat (1984),249,68,414,298,380,599,561,274,608,288
City Hunter (Sing si lip yan) (1993),249,274,380,298,305,68,414,560,561,219
City Island (2009),249,68,414,298,380,599,561,274,608,288
City Lights (1931),294,19,368,555,525,448,111,160,534,572
City Slickers (1991),274,425,219,438,45,182,428,91,483,232
City Slickers II: The Legend of Curly's Gold (1994),130,145,574,530,176,447,485,321,486,512
City by the Sea (2002),599,219,608,480,474,68,288,274,448,307
City of Angels (1998),608,399,307,232,453,434,509,380,474,360
City of Ember (2008),249,18,339,561,610,298,62,580,279,573
City of God (Cidade de Deus) (2002),438,45,249,226,428,91,230,600,590,381
"City of Lost Children, The (Cité des enfants perdus, La) (1995)",270,446,240,411,373,117,94,109,512,470
"City of Lost Souls, The (Hyôryuu-gai) (2000)",249,274,380,298,305,68,414,560,561,219
City of Men (Cidade dos Homens) (2007),249,68,414,298,380,599,561,274,608,288
"City of Women, The (Città delle donne, La) (1980)",474,608,274,489,132,414,477,480,68,182
"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi) (1980)",608,68,380,219,480,232,414,307,590,249
"Civil Action, A (1998)",469,68,608,274,381,525,603,314,202,266
"Civil War, The (1990)",330,525,570,177,64,68,328,480,132,434
"Claim, The (2000)",274,448,307,288,380,438,232,590,298,606
"Claire's Knee (Genou de Claire, Le) (1970)",249,560,305,18,298,68,62,483,610,105
"Clan of the Cave Bear, The (1986)",599,68,608,480,474,274,182,597,590,448
Clara's Heart (1988),414,288,590,606,480,600,599,68,387,64
Clash of the Titans (1981),608,480,307,249,68,160,489,288,438,380
Clash of the Titans (2010),307,573,226,438,414,291,434,328,239,580
Class (1983),68,469,480,474,274,182,603,202,448,266
Class Act (1992),414,68,608,274,380,480,182,590,448,474
Class Action (1991),414,68,608,274,380,480,182,590,448,474
Class Reunion (1982),590,217,19,480,68,474,600,91,274,202
Class of Nuke 'Em High (1986),217,555,294,608,57,160,469,288,45,91
"Class, The (Entre les murs) (2008)",414,68,232,608,274,177,525,434,239,200
"Class, The (Klass) (2007)",62,298,249,331,227,317,63,18,466,68
Clay Pigeons (1998),480,391,330,182,434,64,28,425,469,590
"Claymation Christmas Celebration, A (1987)",534,249,292,475,590,561,469,480,599,380
Clean Slate (1994),240,136,584,447,94,446,353,43,126,592
Cleanskin (2012),249,68,414,298,380,599,561,274,608,288
Clear and Present Danger (1994),145,38,565,373,609,94,347,394,574,8
Clerks (1994),8,404,379,565,229,56,530,498,170,485
Clerks II (2006),249,328,247,425,380,166,220,305,438,474
Click (2006),608,64,239,438,474,590,226,425,330,307
"Client, The (1994)",389,126,240,347,468,379,121,56,94,109
Cliffhanger (1993),565,458,340,321,109,394,192,8,37,181
Cloak & Dagger (1984),414,68,226,608,274,330,489,425,45,434
Clockers (1995),584,455,373,404,566,512,235,229,181,38
Clockstoppers (2002),599,68,608,480,474,274,182,288,561,610
Clockwatchers (1997),294,597,368,590,469,480,600,599,68,202
Clockwise (1986),249,68,414,298,380,599,561,274,608,288
"Clockwork Orange, A (1971)",64,219,438,144,45,376,230,483,380,279
"Clonus Horror, The (1979)",249,68,414,298,380,599,561,274,608,288
Close Encounters of the Third Kind (1977),220,64,425,219,438,45,182,428,103,254
Close Range (2015),249,274,380,298,305,68,608,414,560,288
Closely Watched Trains (Ostre sledované vlaky) (1966),249,560,305,18,298,68,62,483,610,105
Closer (2004),608,307,328,339,380,249,509,474,428,298
"Closer You Get, The (2000)",446,321,570,347,489,584,425,592,117,559
Closer to the Moon (2013),564,111,298,177,249,525,141,232,365,68
"Closet, The (Placard, Le) (2001)",330,368,474,57,19,570,217,425,453,135
Cloud Atlas (2012),608,489,274,21,380,298,177,425,182,64
Cloudburst (2011),247,62,63,525,68,18,328,380,561,475
Cloudy with a Chance of Meatballs (2009),274,399,380,434,239,279,590,148,305,570
Cloudy with a Chance of Meatballs 2 (2013),68,573,380,434,328,239,590,480,219,483
Cloverfield (2008),166,570,425,608,475,434,328,230,305,226
Clown (2014),249,274,380,298,305,68,414,560,561,219
Club Dread (2004),239,249,474,182,425,274,354,226,380,166
Club Paradise (1986),414,68,608,274,380,480,182,590,448,474
Clue (1985),438,573,608,425,480,307,249,266,434,328
Clueless (1995),107,145,574,81,133,411,530,476,170,447
Coach Carter (2005),599,219,608,480,474,68,288,226,477,448
Coal Miner's Daughter (1980),414,274,226,288,590,606,480,600,599,68
Cobb (1994),446,411,373,117,94,512,470,584,174,386
Cobra (1986),573,608,274,249,434,328,239,305,18,279
Cocaine Cowboys (2006),585,434,239,317,166,573,354,413,425,330
Cocktail (1988),274,480,64,425,219,45,182,226,525,428
Coco (2017),247,581,378,233,189,25,475,560,105,308
Coco Before Chanel (Coco avant Chanel) (2009),200,141,525,177,484,68,491,357,111,169
"Cocoanuts, The (1929)",330,434,354,63,356,370,282,480,219,266
Cocoon (1985),274,64,219,438,226,599,428,91,232,590
Cocoon: The Return (1988),182,608,480,19,307,249,68,489,452,288
Code 46 (2003),239,480,425,166,434,330,608,64,18,219
Codependent Lesbian Space Alien Seeks Same (2011),564,111,298,177,249,525,141,232,365,68
Coffee Town (2013),249,68,414,475,298,380,599,561,274,608
Coffee and Cigarettes (2003),249,274,380,305,474,381,448,63,68,434
Coffy (1973),590,469,480,599,600,474,608,91,274,414
Coherence (2013),475,596,551,352,21,466,573,331,141,561
Cold Comes the Night (2013),249,68,414,298,380,599,561,274,608,288
Cold Comfort Farm (1995),541,566,592,58,404,411,584,38,174,512
Cold Creek Manor (2003),506,563,83,12,10,159,280,466,416,73
Cold Fever (Á köldum klaka) (1995),597,469,202,275,391,156,182,474,57,414
Cold Fish (Tsumetai nettaigyo) (2010),249,274,380,298,305,68,414,560,561,219
Cold Mountain (2003),608,219,274,239,438,200,425,330,307,182
Cold in July (2014),249,68,414,298,380,599,561,274,608,288
Collateral (2004),45,182,226,220,428,489,600,590,370,381
Collateral Damage (2002),434,608,63,239,474,220,288,274,141,448
"Collector, The (1965)",446,321,570,347,489,584,425,592,117,559
"Collector, The (2009)",249,274,380,298,305,68,414,560,561,219
"Collector, The (La collectionneuse) (1967)",249,560,305,18,298,68,62,483,610,105
College (1927),414,288,590,606,480,600,599,68,387,64
College Road Trip (2008),564,111,298,177,249,525,141,232,365,68
Collision Course (1989),414,68,608,274,380,480,182,590,448,474
Colombiana (2011),414,177,489,64,381,200,608,274,249,380
"Colonel Chabert, Le (1994)",275,156,469,221,216,603,4,597,474,462
Colonia (2016),249,68,414,298,380,599,561,274,608,288
"Color Purple, The (1985)",132,483,597,370,166,220,200,608,600,381
"Color of Money, The (1986)",64,425,438,45,249,226,428,91,600,483
Color of Night (1994),599,68,608,480,474,274,288,217,590,448
Colors (1988),480,274,597,448,307,380,438,232,298,469
Colourful (Karafuru) (2010),187,434,166,330,477,370,180,129,91,428
Coma (1978),274,57,217,555,474,226,380,489,132,414
Comandante (2003),434,166,239,254,247,141,220,381,580,18
"Come Back, Little Sheba (1952)",414,288,590,606,480,600,599,68,387,64
Come See the Paradise (1990),396,250,500,168,357,488,238,275,409,327
Come and See (Idi i smotri) (1985),339,298,380,68,573,434,352,105,560,239
"Comebacks, The (2007)",438,239,608,249,381,68,590,226,425,434
Comedian (2002),414,288,590,606,480,600,599,68,387,64
Comedy Central Roast of David Hasselhoff (2010),564,111,298,177,249,525,141,232,365,68
Comedy Central Roast of James Franco (2013),111,249,298,141,534,73,212,247,62,466
Comedy of the Strict Regime (1993),564,111,298,177,249,525,141,232,365,68
Comic Book Villains (2002),68,608,274,438,380,232,480,182,298,177
Comic Book: The Movie (2004),414,68,608,274,380,480,182,590,448,474
Comic-Con Episode IV: A Fan's Hope (2011),414,68,608,274,380,480,182,590,448,474
Coming Home (1978),414,68,608,274,217,380,480,182,606,590
Coming to America (1988),438,425,573,608,274,232,469,381,239,305
Commando (1985),414,68,573,608,226,610,249,438,434,339
Comme un chef (2012),68,489,480,608,381,219,590,525,274,177
"Commitments, The (1991)",599,274,489,448,307,380,600,438,232,494
"Common Thread, A (a.k.a. Sequins) (Brodeuses) (2004)",474,489,132,414,480,68,182,590,391,600
Communion (1989),19,452,217,288,294,469,597,577,160,57
Company Man (2000),249,68,414,298,380,599,561,274,608,288
"Company Men, The (2010)",414,68,608,274,380,480,182,590,448,474
"Company of Wolves, The (1984)",328,590,288,561,357,68,247,469,330,226
"Company, The (2003)",599,68,608,480,474,274,182,288,590,448
"Competition, The (1980)",480,414,438,239,68,28,182,608,474,577
"Computer Wore Tennis Shoes, The (1969)",469,603,249,68,202,414,266,474,57,600
Con Air (1997),480,350,492,45,226,573,580,603,314,337
Conan the Barbarian (1982),132,573,608,274,19,314,381,177,610,249
Conan the Barbarian (2011),249,68,274,610,305,414,480,560,448,111
Conan the Destroyer (1984),414,68,608,274,610,160,381,305,480,182
Conception (2011),249,68,414,298,380,599,561,274,608,288
"Concert, Le (2009)",249,68,381,298,63,434,305,239,483,480
Concussion (2015),68,414,298,380,599,274,608,288,590,483
Condorman (1981),217,249,68,414,298,555,160,380,599,561
Coneheads (1993),485,404,458,530,602,8,411,566,447,321
Confessions (Kokuhaku) (2010),249,62,212,298,610,18,305,560,279,247
Confessions of a Dangerous Mind (2002),64,425,438,45,249,226,428,91,483,590
Confessions of a Shopaholic (2009),274,249,480,18,339,561,483,219,610,298
Confessions of a Teenage Drama Queen (2004),274,480,600,226,608,64,414,599,590,330
Confidence (2003),68,608,489,274,381,313,525,177,452,434
Confidential Report (1955),590,469,480,599,600,474,608,91,274,414
"Conformist, The (Conformista, Il) (1970)",597,469,202,249,275,391,156,41,331,182
Congo (1995),130,145,574,133,507,458,530,242,588,485
"Conjuring, The (2013)",249,274,380,298,305,68,17,131,414,560
Connections (1978),249,560,305,18,298,68,62,483,610,105
Conquest of the Planet of the Apes (1972),239,480,425,597,166,19,434,330,608,64
Conspiracy Theory (1997),274,480,64,425,219,45,91,600,483,603
"Constant Gardener, The (2005)",68,239,608,425,610,166,434,200,330,64
Constantine (2005),64,425,45,182,474,226,428,600,483,590
Contact (1997),247,480,64,425,219,144,226,428,483,380
Contact High (2009),247,328,18,212,339,103,525,105,305,233
Contagion (2011),608,274,438,509,380,232,480,182,328,489
"Contempt (Mépris, Le) (1963)",590,469,480,599,600,474,608,91,274,414
"Contender, The (2000)",68,608,274,438,380,232,480,182,298,606
Continental Divide (1981),156,391,603,290,597,474,469,221,202,198
Contraband (2012),18,249,68,414,339,62,279,298,573,434
Control (2007),599,608,474,274,182,288,590,448,307,380
Control (Kontroll) (2003),249,560,305,18,298,68,62,483,610,105
Control Room (2004),414,288,590,606,480,600,599,68,387,64
"Conversation, The (1974)",414,57,597,202,68,608,274,489,381,177
Conversations with Other Women (2005),414,608,274,177,590,489,483,64,381,380
"Cook the Thief His Wife & Her Lover, The (1989)",599,68,608,480,274,597,235,38,198,602
Cookie's Fortune (1999),469,608,274,202,266,57,452,380,217,448
Cool Hand Luke (1967),63,249,254,220,608,370,489,141,381,177
Cool Runnings (1993),411,274,480,235,455,64,102,566,38,373
Cool World (1992),68,608,226,438,380,232,480,182,298,177
"Cool, Dry Place, A (1998)",202,469,577,304,186,149,330,57,570,160
"Cooler, The (2003)",274,480,64,425,219,438,381,45,182,226
Cooties (2015),249,274,380,298,305,68,414,560,561,219
Cop (1988),434,239,573,63,354,282,219,413,330,17
Cop Car (2015),249,68,414,298,380,599,561,274,608,288
Cop Land (1997),68,274,480,64,219,330,438,570,45,182
Cop Out (2010),307,226,381,249,477,68,438,414,177,560
Cop and ½ (1993),414,68,608,274,380,480,182,590,448,474
Copenhagen (2014),599,68,608,480,474,274,182,288,590,448
Cops and Robbersons (1994),353,94,447,240,174,321,486,584,347,102
Copycat (1995),321,347,458,379,447,56,109,512,498,485
Coraline (2009),434,249,220,608,274,21,477,380,298,305
"Corbeau, Le (Raven, The) (1943)",590,469,480,599,600,474,608,91,274,414
"Core, The (2003)",599,474,381,608,448,219,307,68,610,590
Coriolanus (2011),414,68,608,274,380,480,182,590,448,474
Corky Romano (2001),414,249,68,608,274,610,305,380,480,182
Corner Gas: The Movie (2014),564,111,298,177,249,525,141,232,365,68
Cornered! (2009),564,111,298,177,249,525,141,232,365,68
"Corporation, The (2003)",399,328,247,448,425,220,18,307,219,380
Corpse Bride (2005),249,438,608,274,21,380,305,425,217,555
"Corrina, Corrina (1994)",602,117,58,373,446,404,566,592,512,235
"Corruptor, The (1999)",68,608,274,597,232,381,380,480,469,200
Cosmic Scrat-tastrophe (2015),564,111,298,177,249,525,141,232,365,68
Cosmos,414,68,608,274,380,480,182,590,448,474
"Cottage, The (2008)",249,274,380,298,305,68,414,560,561,219
"Cotton Club, The (1984)",597,469,474,202,275,156,489,132,414,480
"Couch Trip, The (1988)",414,68,608,274,380,480,182,590,448,474
"Counselor, The (2013)",249,68,414,298,380,599,561,274,608,288
"Counterfeiters, The (Die Fälscher) (2007)",317,528,233,434,247,152,339,279,41,581
"Country Girl, The (1954)",414,288,590,606,480,600,599,68,387,64
Couples Retreat (2009),249,365,417,317,274,484,247,534,10,21
Courage Under Fire (1996),446,411,373,94,109,512,470,584,174,386
Courier (1987),339,305,560,62,298,249,41,331,63,18
"Court Jester, The (1956)",414,288,590,606,480,600,599,68,387,64
Cousins (1989),414,288,590,606,480,600,599,68,387,64
"Cove, The (2009)",68,177,381,328,483,509,291,200,357,247
"Covenant, The (2006)",21,177,534,249,68,380,62,551,291,247
Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001),249,239,608,489,425,274,381,166,434,380
"Cowboy Way, The (1994)",68,608,274,19,452,438,380,232,480,182
Cowboys & Aliens (2011),274,21,305,247,177,68,111,483,475,509
Coyote Ugly (2000),64,425,438,45,428,91,590,475,177,307
Cradle 2 the Grave (2003),219,249,608,480,307,68,226,561,610,477
Cradle Will Rock (1999),68,608,274,226,438,380,232,480,182,298
"Craft, The (1996)",136,220,350,270,480,353,389,64,40,166
Craig Ferguson: I'm Here To Help (2013),564,111,298,177,249,525,141,232,365,68
Craig Ferguson: Tickle Fight (2017),249,298,365,68,232,274,177,525,484,564
"Cranes Are Flying, The (Letyat zhuravli) (1957)",339,305,560,62,298,249,41,331,63,18
Crank (2006),489,608,226,21,298,438,182,580,177,64
Crank: High Voltage (2009),608,226,381,380,339,21,298,438,182,177
Crash (1996),360,385,313,474,84,437,19,469,428,249
Crash (2004),608,489,86,67,469,249,189,231,328,45
"Crazies, The (2010)",608,219,480,232,414,307,590,599,226,381
"Crazies, The (a.k.a. Code Name: Trixie) (1973)",330,570,608,480,425,64,590,45,313,239
Crazy Heart (2009),288,480,599,298,219,307,274,608,525,489
Crazy in Alabama (1999),313,608,452,368,91,57,19,217,590,135
"Crazy, Stupid, Love. (2011)",608,274,381,380,438,182,590,200,474,288
Crazy/Beautiful (2001),483,381,561,274,525,448,307,380,438,232
Creature Comforts (1989),249,17,131,570,217,368,610,274,608,219
"Creature from the Black Lagoon, The (1954)",590,249,217,18,57,339,561,474,469,610
Creed (2015),68,573,380,434,328,239,590,480,219,483
Creep (2004),274,249,68,608,219,561,610,534,414,590
Creep (2014),249,274,380,298,305,68,414,560,561,219
Creep 2 (2017),596,249,586,62,212,534,475,561,305,610
Creepshow (1982),249,381,380,438,298,305,217,177,182,68
Creepshow 2 (1987),68,380,219,480,232,414,307,217,249,599
"Crew, The (2000)",414,68,608,274,380,480,182,590,448,474
Cries and Whispers (Viskningar och rop) (1972),597,469,202,275,391,156,182,474,57,414
Crime Busters (1977),474,489,132,414,480,68,182,590,391,600
Crime Story (Zhong an zu) (1993),249,608,274,380,298,305,182,590,68,448
Crime and Punishment in Suburbia (2000),599,68,608,480,474,274,182,288,590,448
"Crime of Father Amaro, The (Crimen del padre Amaro, El) (2002)",608,480,414,64,453,599,91,68,391,425
Crimes and Misdemeanors (1989),219,239,438,425,608,232,434,307,249,68
Crimes of the Heart (1986),57,156,469,217,597,19,84,304,603,555
Crimewave (1985),414,68,608,274,380,480,182,590,448,474
Crimson Gold (Talaye sorgh) (2003),599,68,608,480,474,274,182,288,590,448
Crimson Peak (2015),249,274,380,298,305,68,414,560,561,219
"Crimson Pirate, The (1952)",294,19,368,57,469,555,597,288,160,599
"Crimson Rivers 2: Angels of the Apocalypse (Rivières pourpres II - Les anges de l'apocalypse, Les) (2004)",305,249,62,573,63,561,239,68,247,434
"Crimson Rivers, The (Rivières pourpres, Les) (2000)",239,425,166,434,330,561,453,608,247,249
Crimson Tide (1995),446,565,507,373,447,394,284,569,192,26
Crippled Avengers (Can que) (Return of the 5 Deadly Venoms) (1981),249,274,380,298,305,68,414,560,561,219
Critical Care (1997),294,19,368,57,469,555,597,288,160,599
Critters (1986),249,68,414,469,474,600,381,232,91,57
Crocodile Dundee (1986),219,438,182,226,91,200,144,62,266,28
Crocodile Dundee II (1988),469,608,274,200,202,525,141,57,434,239
Crocodile Dundee in Los Angeles (2001),414,68,570,608,425,438,480,182,352,232
"Crocodile Hunter: Collision Course, The (2002)",249,68,414,469,474,600,91,57,217,555
"Croods, The (2013)",274,380,352,560,590,573,483,68,509,475
Crooklyn (1994),181,117,599,58,68,240,411,559,436,43
Crossfire (1947),414,288,590,606,480,600,599,68,387,64
Crossing Delancey (1988),414,288,590,606,480,600,599,68,387,64
"Crossing Guard, The (1995)",599,68,608,480,474,274,182,288,590,448
Crossing Over (2009),414,68,608,274,380,480,182,590,448,474
Crossroads (1986),68,608,274,438,380,232,480,182,298,606
Crossroads (2002),474,249,68,307,381,177,200,428,298,239
"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",249,226,94,347,282,597,274,307,446,439
Croupier (1998),381,525,608,274,597,19,591,198,239,330
"Crow, The (1994)",446,38,81,8,94,46,404,455,240,340
"Crow, The: Wicked Prayer (2005)",249,274,380,298,305,68,414,560,561,219
"Crow: City of Angels, The (1996)",181,350,58,68,274,480,240,411,64,425
"Crow: Salvation, The (2000)",274,434,249,239,68,570,254,247,608,370
Crows Zero (Kurôzu zero) (2007),249,274,380,298,305,68,414,560,561,219
"Crucible, The (1996)",414,68,608,274,385,226,380,480,182,606
Cruel Intentions (1999),274,480,425,219,469,226,428,91,380,239
"Cruel Romance, A (Zhestokij Romans) (1984)",339,305,560,62,298,249,41,331,63,18
"Cruise, The (1998)",414,68,608,274,156,380,480,182,590,391
Crumb (1994),274,597,602,217,368,448,307,380,438,19
Crush (2001),489,330,64,483,200,480,600,525,434,357
"Crush, The (1993)",68,608,274,555,217,368,202,438,380,232
"Cry in the Dark, A (1988)",414,288,606,600,599,387,64,182,469,603
"Cry, the Beloved Country (1995)",206,270,364,214,492,529,150,389,451,277
Cry-Baby (1990),608,480,68,489,288,64,590,606,226,414
Cry_Wolf (a.k.a. Cry Wolf) (2005),274,249,68,608,219,561,610,534,414,590
"Crying Game, The (1992)",38,347,274,525,226,198,404,162,286,438
Crystal Fairy & the Magical Cactus and 2012 (2013),249,68,414,298,380,599,561,274,608,288
Cube (1997),480,64,425,438,45,414,226,91,600,590
Cube 2: Hypercube (2002),380,298,68,610,305,534,274,62,18,448
Cube Zero (2004),380,232,305,534,480,68,62,610,600,18
"Cuckoo, The (Kukushka) (2002)",599,68,608,480,474,274,182,288,590,448
Cujo (1983),274,19,452,217,606,294,600,469,597,380
"Culture High, The (2014)",247,328,18,212,339,103,525,105,305,233
